pattern_id	arg1	arg2	arg3
causal-collection-v2	btk_kinase_activity	plasma_igg3	
causal-collection-v2	btk_kinase_activity	plasma_igg4	
causal-collection-v2	btk_kinase_activity	plasma_igm	
causal-collection-v2	btk_kinase_activity	plasma_immunoglobulin	
causal-collection-v2	c27_3beta_hsd_activity	plasma_bile_acids	
causal-collection-v2	c27_3beta_hsd_activity	urinary_bile_acids	
causal-collection-v2	cact_activity	plasma_linoleylcarnitine	
causal-collection-v2	cact_activity	plasma_long_chain_acylcarnitine	
causal-collection-v2	calcineurin_activity	postsynaptic_ampa_receptor_density	
causal-collection-v2	calcineurin_activity	t_cell_activation_rate	
causal-collection-v2	calcitriol	fgf23	
causal-collection-v2	calcitriol	intestinal_calcium_absorption	
causal-collection-v2	calcitriol	osteoblast_rankl	
causal-collection-v2	calcitriol	parathyroid_chief_cell_proliferation	
causal-collection-v2	calcitriol	plasma_calcium	
causal-collection-v2	calcitriol	plasma_phosphate	
causal-collection-v2	calcitriol	pth	
causal-collection-v2	camp_level	pde_activity	
causal-collection-v2	camp_level	pka_activity	
causal-collection-v2	capillary_filtration_rate	interstitial_fluid_volume	
causal-collection-v2	capillary_hydrostatic_pressure	capillary_filtration_rate	
causal-collection-v2	capillary_hydrostatic_pressure	interstitial_fluid_volume	
causal-collection-v2	capillary_hydrostatic_pressure	net_filtration_pressure	
causal-collection-v2	capillary_permeability	blood_volume	
causal-collection-v2	capillary_permeability	capillary_filtration_rate	
causal-collection-v2	capillary_permeability	plasma_surfactant_protein	
causal-collection-v2	capillary_permeability	pulmonary_interstitial_fluid_volume	
causal-collection-v2	carbamoylphosphate_synthetase_1_activity	blood_urea_nitrogen	
causal-collection-v2	carbamoylphosphate_synthetase_1_activity	plasma_citrulline	
causal-collection-v2	carbonic_anhydrase_ii_activity	urine_bicarbonate	
causal-collection-v2	carboxyhemoglobin	arterial_o2_content	
causal-collection-v2	carboxyhemoglobin	hemoglobin_o2_affinity	
causal-collection-v2	carboxylesterase_1_activity	plasma_triglycerides	
causal-collection-v2	carboxypeptidase_n_activity	plasma_bradykinin	
causal-collection-v2	cardiac_muscle_metabolic_rate	coronary_blood_flow	
causal-collection-v2	cardiac_output	cardiac_index	
causal-collection-v2	cardiac_output	pulmonary_artery_pressure	
causal-collection-v2	cardiac_output	pulmonary_perfusion	
causal-collection-v2	cardiac_output	total_peripheral_resistance	
causal-collection-v2	cardiomyocyte_intracellular_sodium	cytosolic_calcium_transient	
causal-collection-v2	cardiomyocyte_intracellular_sodium	na_k_atpase_activity	
causal-collection-v2	casr_activity	parathyroid_chief_cell_proliferation	
causal-collection-v2	casr_activity	parathyroid_chief_pth_secretion	
causal-collection-v2	catalase_activity	erythrocyte_hydrogen_peroxide	
causal-collection-v2	cathepsin_d_activity	lysosomal_ceroid_lipofuscin_load	
causal-collection-v2	cbs_enzyme_activity	plasma_homocysteine	
causal-collection-v2	cd40l_signaling_activity	plasma_iga	
causal-collection-v2	cd40l_signaling_activity	plasma_ige	
causal-collection-v2	cd40l_signaling_activity	plasma_igg	
causal-collection-v2	cd40l_signaling_activity	plasma_igg1	
causal-collection-v2	cd40l_signaling_activity	plasma_igg2	
causal-collection-v2	cd40l_signaling_activity	plasma_igg3	
causal-collection-v2	cd40l_signaling_activity	plasma_igg4	
causal-collection-v2	cd40l_signaling_activity	plasma_igm	
causal-collection-v2	cd4_t_cell_count	t_cell_immune_activity	
causal-collection-v2	cellular_adp_level	acetyl_coa_carboxylase_activity	
causal-collection-v2	cellular_adp_level	isocitrate_dehydrogenase_activity	
causal-collection-v2	cellular_adp_level	phosphofructokinase_activity	
causal-collection-v2	cellular_atp_level	alpha_ketoglutarate_dehydrogenase_activity	
causal-collection-v2	cellular_atp_level	citrate_synthase_activity	
causal-collection-v2	cellular_atp_level	isocitrate_dehydrogenase_activity	
causal-collection-v2	cellular_cobalamin_uptake	methionine_synthase_activity	
causal-collection-v2	cellular_cobalamin_uptake	methylmalonyl_coa_mutase_activity	
causal-collection-v2	cellular_cobalamin_uptake	plasma_adenosylcobalamin	
causal-collection-v2	cellular_cobalamin_uptake	plasma_methylcobalamin	
causal-collection-v2	cellular_fadh2	mitochondrial_complex_ii_activity	
causal-collection-v2	cellular_nadh	mitochondrial_complex_i_activity	
causal-collection-v2	cellular_potassium_uptake	macrophage_nlrp3_inflammasome_assembly	
causal-collection-v2	cellular_potassium_uptake	plasma_potassium	
causal-collection-v2	cerebral_blood_flow	sympathetic_tone	
causal-collection-v2	cervical_distension	plasma_oxytocin	
causal-collection-v2	cftr_activity	plasma_chloride	
causal-collection-v2	cftr_activity	sweat_chloride	
causal-collection-v2	cgamp_concentration	sting_activity	
causal-collection-v2	cgas_activity	cgamp_concentration	
causal-collection-v2	chemoreceptor_drive	alveolar_ventilation	
causal-collection-v2	chemoreceptor_drive	sympathetic_tone	
causal-collection-v2	cndp1_activity	urinary_1_methylhistidine	
causal-collection-v2	cnt1_activity	urinary_cytidine	
causal-collection-v2	cnt1_activity	urinary_uridine	
causal-collection-v2	co2_production	alveolar_pco2	
causal-collection-v2	co2_production	arterial_pco2	
causal-collection-v2	comt_activity	epinephrine	
causal-collection-v2	comt_activity	plasma_metanephrine	
causal-collection-v2	comt_activity	urinary_metanephrine	
causal-collection-v2	coproporphyrinogen_oxidase_activity	fecal_coproporphyrin	
causal-collection-v2	coproporphyrinogen_oxidase_activity	nociceptive_afferent_activity	
causal-collection-v2	coproporphyrinogen_oxidase_activity	urinary_coproporphyrin	
causal-collection-v2	coq2_activity	muscle_coenzyme_q10	
causal-collection-v2	core_temperature	alveolar_ventilation	
causal-collection-v2	core_temperature	co2_production	
causal-collection-v2	core_temperature	hemoglobin_o2_affinity	
causal-collection-v2	core_temperature	hemoglobin_o2_saturation	
causal-collection-v2	core_temperature	metabolic_rate	
causal-collection-v2	core_temperature	sa_node_automaticity	
causal-collection-v2	core_temperature	shivering	
causal-collection-v2	core_temperature	skin_blood_flow	
causal-collection-v2	core_temperature	sweating	
causal-collection-v2	coronary_blood_flow	myocardial_contractility	
causal-collection-v2	cortisol	angiotensin_II	
causal-collection-v2	cortisol	calcitriol	
causal-collection-v2	cortisol	capillary_permeability	
causal-collection-v2	cortisol	corticotroph_acth_secretion	
causal-collection-v2	cortisol	crh	
causal-collection-v2	cortisol	gnrh	
causal-collection-v2	cortisol	hdl_cholesterol	
causal-collection-v2	cortisol	hepatic_gluconeogenesis	
